Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND)
dell,Intel,7,13,5,16,LPDDR5,4800,512,13.3,1920x1200,60,Intel,1.15,57,40090000
dell,Intel,3,13,4.5,8,DDR4,,512,14,1920x1080,60,Intel,1.44,41,14990000
dell,Intel,7,13,5.2,16,DDR5,4800,512,16,1920x1200,60,NVIDIA,,100,85990000
dell,Intel,5,13,4.6,16,DDR4,,512,14,1920x1080,60,Intel,1.6,41,19990000
dell,Intel,7,13,5.2,16,DDR5,4800,512,16,1920x1200,60,NVIDIA,,100,78990000
dell,Intel,5,13,4.6,8,DDR4,3200,512,14,1920x1080,60,NVIDIA,1.5,41,22990000
dell,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.36,42,30990000
dell,Intel,7,13,5.3,16,,,512,16,1920x1200,60,NVIDIA,2.67,83,76990000
dell,Intel,7,13,5,16,DDR4,,512,15.6,1920x1080,60,Intel,1.62,54,22990000
dell,Intel,3,13,4.5,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.81,42,16990000
dell,Intel,7,13,5.2,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,1.795,64,48990000
dell,Intel,5,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,41,26990000
dell,Intel,5,12,4.4,8,DDR4,3200,256,15.6,1920x1080,60,Intel,1.59,41,25490000
dell,Intel,5,13,4.6,8,DDR4,3200,256,14,1920x1080,60,Intel,1.36,54,25490000
dell,Intel,7,13,5,16,DDR4,,512,14,1920x1080,60,Intel,1.36,54,31990000
dell,Intel,7,13,5,16,LPDDR5,4800,512,14,1920x1200,60,Intel,33,54,
dell,Intel,9,13,5.4,16,DDR5,4800,512,15.6,1920x1080,60,NVIDIA,1.79,64,
dell,Intel,7,12,4.8,16,DDR5,5200,512,14,2560x1600,60,Intel,1.44,40,64990000
dell,Intel,5,13,4.6,8,LPDDR5,4800,256,13.3,1920x1080,60,Intel,1.22,54,22990000
dell,Intel,5,11,4.2,8,DDR4,3200,256,15.6,1920x1080,60,NVIDIA,1.79,41,17990000
dell,Intel,7,13,5.2,16,DDR5,4800,256,15.6,1920x1080,60,NVIDIA,1.795,64,
dell,Intel,7,13,5,16,DDR4,,512,15.6,1920x1080,120,NVIDIA,1.9,54,25490000
dell,Intel,7,13,5.3,32,,,1024,16,1920x1200,60,,,83,80990000
asus,Intel,9,13,5.4,16,LPDDR5,,1024,13.4,2560x1600,165,NVIDIA,1.18,56,57999000
asus,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,90,34990000
asus,Intel,9,13,5.6,16,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,52990000
asus,Intel,,,4.5,16,LPDDR5X,,512,14,2880x1800,120,Intel,1.2,75,29990000
asus,Intel,5,11,4.5,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,22990000
asus,Intel,9,13,5.6,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,95000000
asus,Intel,9,13,5.4,32,DDR5,4800,1024,16,,240,NVIDIA,2.1,90,80990000
asus,AMD,9,7,5.4,32,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.67,90,
asus,Intel,9,13,5.4,16,DDR4,,512,14,1920x1200,60,Intel,1.5,50,26490000
asus,Intel,7,13,5,16,LPDDR5,5200,512,13.3,2880x1800,60,Intel,1,63,39590000
asus,Intel,9,13,5.4,16,DDR5,,512,15.6,2880x1620,120,NVIDIA,1.8,70,41990000
asus,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,90,34990000
asus,AMD,9,7,5.2,16,LPDDR5,6400,1024,13.4,2560x1600,165,NVIDIA,1.3,75,52990000
asus,Intel,7,13,4.9,16,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,37490000
asus,Intel,7,13,5,8,DDR4,,512,15.6,1920x1080,60,Intel,1.7,50,25990000
asus,Intel,3,11,4.1,8,DDR4,3200,256,14,1920x1080,60,Intel,1.55,37,10790000
asus,Intel,9,13,5.4,16,,,1024,16,3200x2000,120,NVIDIA,1.9,96,48990000
asus,AMD,7,7,4.7,16,DDR5,,512,15.6,1920x1080,144,NVIDIA,2.2,90,30490000
asus,AMD,7,7,4.7,8,DDR5,4800,512,16,1920x1200,165,AMD,2.2,90,32990000
asus,Intel,3,12,4.4,8,DDR4,3200,256,14,1920x1080,60,Intel,1.4,42,13490000
asus,AMD,5,7,4.55,8,DDR5,4800,1024,15.6,1920x1080,144,NVIDIA,2.2,90,30999000
asus,Intel,7,13,5,16,LPDDR5,,512,14,2880x1800,90,Intel,1.39,75,31990000
asus,Intel,7,13,4.9,16,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.5,90,60990000
asus,AMD,9,6,4.9,32,DDR5,4800,1024,15.6,2560x1440,240,NVIDIA,1.9,90,80990000
asus,AMD,,,5.4,32,DDR5,4800,1024,17.3,2560x1440,240,NVIDIA,3,90,90000000
asus,Intel,3,13,4.5,8,DDR4,,256,14,1920x1200,60,Intel,1.5,50,16990000
asus,Intel,7,11,4.6,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,22990000
asus,Intel,3,11,4.1,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.69,37,10290000
asus,Intel,5,13,4.6,8,DDR5,4800,512,16,1920x1200,165,NVIDIA,2.5,90,39990000
asus,Intel,9,13,5.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,90,42990000
asus,AMD,9,7,5.2,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,46990000
asus,Intel,5,11,4.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,20900000
asus,Intel,3,12,4.4,8,DDR4,,512,14,1920x1200,60,Intel,1.6,50,
asus,AMD,7,7,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,34990000
asus,Intel,9,13,5.6,64,DDR5,4800,2048,18,2560x1600,240,NVIDIA,3.1,90,125000000
asus,Intel,3,12,4.4,8,DDR4,,512,14,1920x1200,60,Intel,1.6,50,11490000
asus,Intel,9,13,5.4,32,LPDDR5,,1024,14.5,2880x1800,120,NVIDIA,,76,69990000
asus,Intel,7,13,4.9,16,DDR5,4800,512,16,1920x1200,165,NVIDIA,2.5,90,43990000
asus,Intel,7,13,4.9,16,DDR4,3200,,16,1920x1200,165,NVIDIA,2,90,44999000
asus,Intel,3,11,4.1,8,DDR4,3200,256,14,1920x1080,60,Intel,1.55,37,11690000
asus,Intel,5,13,4.6,8,DDR4,,512,16,1920x1200,60,Intel,1.88,42,18190000
asus,Intel,5,13,4.7,16,DDR5,,512,15.6,2880x1620,120,NVIDIA,1.8,70,37990000
asus,AMD,7,6,4.7,16,LPDDR5,,512,13.4,1920x1200,120,NVIDIA,1.3,62,41990000
asus,AMD,7,7,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.2,90,31490000
asus,Intel,5,13,4.7,16,DDR4,,512,,2880x1800,90,Intel,1.6,50,21990000
asus,Intel,7,11,4.6,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,22990000
asus,Intel,7,13,5,16,LPDDR5,,512,14,2880x1800,90,Intel,1.5,75,33990000
asus,Intel,5,12,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,56,23990000
asus,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,21990000
asus,Intel,5,13,4.6,8,DDR4,,256,14,1920x1080,60,Intel,1.4,42,16990000
asus,Intel,5,13,4.6,8,DDR4,,512,15.6,1920x1080,60,Intel,1.7,42,19990000
asus,Intel,5,11,4.5,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.3,48,21990000
asus,Intel,3,12,4.4,8,DDR4,,256,15.6,1920x1080,60,Intel,1.7,70,16990000
asus,Intel,9,13,5.6,32,DDR5,4800,1024,18,2560x1600,240,NVIDIA,3.3,90,70990000
asus,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,56,27990000
asus,Intel,5,12,4.5,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,56,24999000
asus,Intel,5,13,4.6,8,DDR4,,512,15.6,1920x1080,60,Intel,1.7,42,15950000
asus,AMD,,,4.3,16,DDR4,,512,14,1920x1200,60,AMD,1.5,50,18990000
asus,Intel,5,13,4.7,16,DDR4,3200,512,15.6,1920x1080,60,Intel,,50,21000000
asus,AMD,5,7,4.5,8,DDR4,,512,14,2880x1800,90,AMD,1.6,50,17990000
asus,AMD,5,7,4.3,16,LPDDR5,,512,14,1920x1080,60,AMD,1.38,42,14490000
asus,Intel,9,13,5.4,16,DDR4,,512,15.6,1920x1080,60,Intel,1.7,50,24990000
asus,Intel,3,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,1.7,42,12990000
asus,Intel,5,13,4.6,16,LPDDR5,,512,14,2880x1800,90,Intel,1.39,75,27990000
asus,Intel,5,13,4.6,16,LPDDR5,,512,14,2880x1800,90,Intel,1.39,75,27990000
asus,Intel,5,13,4.6,8,DDR4,,512,15.6,1920x1080,60,Intel,1.6,50,21990000
asus,Intel,9,13,5.4,16,DDR4,,512,14,,60,Intel,1.4,63,26990000
asus,Intel,9,13,5.4,16,DDR5,4800,1024,16,2560x1600,240,NVIDIA,2.2,90,65990000
asus,AMD,7,7,4.7,16,DDR5,4800,512,14,1920x1200,144,NVIDIA,1.72,76,42990000
asus,Intel,5,13,4.7,16,DDR4,,512,15.6,1920x1080,60,Intel,1.7,50,20990000
asus,AMD,7,7,4.5,16,DDR4,,512,16,1920x1200,60,AMD,1.88,42,18490000
asus,Intel,5,13,4.6,16,LPDDR5,,512,14,2880x1800,90,Intel,1.5,75,29990000
acer,AMD,7,7,5.1,8,DDR5,5600,512,16,2560x1600,165,NVIDIA,2.7,90,35990000
acer,Intel,7,13,5,8,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.6,90,38990000
acer,AMD,7,7,5.1,16,DDR5,5600,512,16,2560x1600,165,NVIDIA,2.7,90,39990000
acer,Intel,5,11,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.2,57,22490000
acer,Intel,5,12,4.4,8,DDR4,2666,512,14,1920x1080,60,Intel,1.4,50,18990000
acer,Intel,9,13,5.4,16,DDR5,5600,1024,16,,240,NVIDIA,2.6,90,127790000
acer,Intel,3,12,4.4,8,DDR4,2400,256,15.6,1920x1080,60,Intel,1.7,40,12999000
acer,Intel,7,13,5,16,DDR5,4800,512,16,2560x1600,240,NVIDIA,2.6,90,55990000
acer,Intel,9,13,5.4,32,DDR5,5600,1024,18,,240,NVIDIA,3.1,90,129990000
acer,Intel,3,12,4.4,8,DDR4,2400,512,15.6,1920x1080,60,Intel,1.7,40,13490000
acer,Intel,9,13,5.4,16,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.7,50,23990000
acer,Intel,3,,3.8,8,LPDDR5,5200,512,14,1920x1200,60,Intel,1.5,50,13490000
acer,Intel,5,13,4.6,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.6,50,20990000
acer,Intel,5,12,4.5,16,DDR5,4800,512,15.6,1920x1080,165,NVIDIA,2.5,57.5,35990000
acer,Intel,7,13,5,16,LPDDR5,5200,512,14,1920x1200,60,Intel,1.6,50,23990000
acer,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,60,Intel,2.1,50,16990000
acer,Intel,7,13,5,16,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.7,50,19990000
acer,AMD,7,5,4.3,8,DDR4,3200,512,15.6,1920x1080,60,AMD,1.4,40,12990000
acer,AMD,7,5,4.3,16,LPDDR5,5200,512,14,1920x1080,60,AMD,1.4,50,13990000
acer,Intel,3,13,4.5,8,DDR5,6400,512,14,1920x1200,60,Intel,1.5,50,12990000
acer,Intel,5,13,4.7,16,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.6,90,39990000
acer,Intel,,,4.5,16,LPDDR5,,512,14,2240x1400,60,Intel,1.3,65,
acer,Intel,3,13,4.5,8,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.7,50,
acer,Intel,7,13,4.9,8,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,,,
acer,AMD,5,7,4.55,8,DDR5,4800,512,16,1920x1200,165,NVIDIA,2.7,90,29990000
acer,Intel,,,4.8,16,LPDDR5X,,512,14,2240x1400,60,Intel,1.3,65,
acer,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,24999000
acer,Intel,7,11,4.6,64,DDR4,3200,1024,16,2560x1600,165,NVIDIA,2.4,99,84990000
acer,Intel,7,12,4.7,16,LPDDR5,6400,1024,14,2880x1800,90,Intel,1.4,57,34990000
acer,Intel,7,12,4.7,16,LPDDR4X,4267,1024,14,2560x1440,60,Intel,1.2,56,30500000
acer,Intel,9,12,5,32,LPDDR5,4800,1024,16,2560x1600,240,NVIDIA,2.4,99.98,107990000
acer,Intel,5,13,4.6,16,DDR5,5200,512,15.6,1920x1080,144,NVIDIA,2.1,57,27990000
acer,Intel,7,12,4.7,16,LPDDR5,4800,1024,16,2560x1600,240,NVIDIA,2.4,99.98,69900000
acer,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,50,22990000
acer,AMD,5,7,4.3,8,DDR5,5200,512,14,1920x1080,60,AMD,1.4,40,13290000
acer,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,50,21490000
acer,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,60,Intel,2.1,50,16990000
acer,Intel,5,13,4.6,8,DDR4,3200,512,15.6,1920x1080,60,NVIDIA,1.7,50,19990000
acer,Intel,3,12,4.4,8,DDR4,2400,256,15.6,1920x1080,60,Intel,1.7,40,10999000
acer,Intel,5,12,4.4,8,DDR4,2400,512,15.6,1920x1080,60,Intel,1.7,40,17999000
acer,Intel,5,13,4.6,16,LPDDR5,6400,512,14,1920x1200,60,Intel,1.5,50,16990000
acer,Intel,5,12,4.5,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,27999000
acer,Intel,5,11,4.2,16,LPDDR4X,4266,512,14,1920x1080,60,Intel,1.19,56,22990000
acer,Intel,5,12,4.4,16,LPDDR4X,4267,512,14,2560x1440,60,Intel,1.2,56,23990000
acer,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,31990000
acer,Intel,7,13,5,16,LPDDR5,6400,512,14,1920x1200,60,Intel,1.5,50,
acer,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,50,
acer,Intel,5,13,4.7,16,DDR5,4800,512,16,,165,NVIDIA,2.6,90,40890000
acer,Intel,7,13,5,16,LPDDR5,,512,14,2880x1800,90,Intel,1.2,65,28690000
acer,AMD,5,7,4.5,16,LPDDR4X,,1024,14,1920x1080,60,AMD,1.2,50,19490000
acer,Intel,5,13,4.7,16,LPDDR5,,512,14,2880x1800,90,Intel,1.2,65,24590000
acer,Intel,5,13,4.6,16,LPDDR5,4800,512,15.6,1920x1080,60,Intel,1.7,50,16990000
acer,Intel,5,13,4.7,8,DDR5,4800,512,16,2560x1600,165,NVIDIA,2.6,90,35990000
acer,Intel,5,13,4.7,16,DDR5,4800,512,16,1920x1200,165,NVIDIA,2.6,90,37999000
acer,AMD,9,7,5.2,16,DDR5,5600,512,16,2560x1600,165,NVIDIA,2.7,90,42490000
acer,Intel,7,13,5,16,DDR5,4800,512,16,,165,NVIDIA,2.6,90,43990000
acer,Intel,3,,3.8,8,LPDDR5,5200,512,14,1920x1080,60,Intel,1.4,50,10490000
acer,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,60,Intel,2.1,50,19990000
acer,Intel,5,13,4.7,8,DDR5,4800,512,17.3,1920x1080,165,NVIDIA,3,90,35490000
acer,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,26990000
acer,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.5,57.5,30490000
acer,AMD,5,7,5,8,DDR5,5600,512,16,1920x1200,165,NVIDIA,2.7,90,30990000
msi,Intel,5,13,4.6,16,DDR4,3200,512,14,,60,Intel,1.4,39,18490000
msi,Intel,9,13,5.5,64,DDR5,5600,2048,16,2560x1600,120,NVIDIA,2.35,90,89990000
msi,Intel,5,12,4.4,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,51,
msi,Intel,7,13,5,32,DDR5,5600,2048,17,2560x1600,165,NVIDIA,2.49,90,
msi,Intel,9,13,5.6,64,DDR5,,4096,17.3,3840x2160,144,NVIDIA,3.3,99.99,
msi,Intel,7,13,5,16,DDR5,4800,1024,16,2560x1600,165,NVIDIA,2.1,81,47990000
msi,Intel,5,11,4.5,8,DDR4,3200,512,15.6,,60,NVIDIA,1.86,51,
msi,Intel,7,12,4.7,8,DDR4,3200,512,14,,60,,1.4,39,
msi,Intel,5,13,4.7,16,DDR5,4800,512,14,1920x1200,60,Intel,1.49,72,26990000
msi,Intel,7,13,5,16,DDR5,5200,512,17.3,,240,NVIDIA,2.8,65,52990000
msi,Intel,5,13,4.6,8,DDR4,3200,512,15.6,,60,Intel,1.6,39,
msi,Intel,5,13,4.6,8,DDR4,3200,512,14,,60,Intel,1.4,39,17990000
msi,Intel,9,12,5,64,DDR5,4800,2048,17.3,,120,NVIDIA,2.9,99.99,119000000
msi,Intel,7,12,4.8,16,LPDDR5,4800,512,14,1920x1200,60,Intel,1.6,72,25990000
msi,Intel,5,13,4.6,8,DDR4,3200,512,14,,60,Intel,1.4,39,17990000
msi,Intel,7,13,5,16,DDR5,4800,1024,13.3,1920x1080,60,Intel,0.99,75,33990000
msi,Intel,7,12,4.7,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.85,52.4,
msi,Intel,7,13,5,16,DDR5,5200,512,16,1920x1200,144,NVIDIA,2.26,53.5,39990000
msi,Intel,9,12,5,32,DDR5,4800,2048,17.3,,240,NVIDIA,2.9,99.99,84990000
msi,Intel,7,13,5,16,DDR5,5200,1024,14,2560x1600,240,NVIDIA,1.7,72,54990000
msi,Intel,5,13,4.6,8,DDR4,3200,512,15.6,,60,Intel,1.7,39,18490000
msi,Intel,7,11,4.6,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.1,53.5,
msi,Intel,7,13,5,16,DDR4,3200,512,14,1920x1080,60,Intel,1.4,39.3,21490000
msi,Intel,7,12,4.7,32,DDR4,4800,1024,17.3,,240,NVIDIA,2.9,65,65990000
msi,Intel,7,12,4.7,16,DDR4,3200,1024,15.6,2560x1440,165,NVIDIA,2.3,53.5,34990000
msi,AMD,7,7,4.5,8,DDR4,3200,512,15.6,1920x1080,60,AMD,1.75,39,16990000
msi,Intel,7,13,5,16,DDR4,3200,512,15.6,,60,Intel,1.7,39.3,21990000
msi,Intel,9,12,5,64,DDR5,4800,2048,17.3,,120,NVIDIA,3.3,99.99,139990000
msi,Intel,7,13,5,32,DDR5,5600,2048,16,2560x1600,120,NVIDIA,2.35,90,
msi,Intel,7,12,4.7,16,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.25,,26990000
msi,Intel,7,12,4.7,16,DDR4,3200,512,16,,60,NVIDIA,2.2,53.5,36990000
msi,Intel,9,12,5,32,DDR5,4800,2048,17.3,,240,NVIDIA,2.8,99.99,89990000
msi,AMD,5,7,4.5,8,DDR4,3200,512,14,1920x1080,60,AMD,1.4,39,14990000
msi,Intel,7,11,4.6,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,2.25,53.5,
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,,144,NVIDIA,2.25,53.5,23990000
msi,Intel,7,12,4.7,32,DDR5,4800,2048,16,2560x1600,165,NVIDIA,2.39,90,79990000
msi,AMD,7,5,4.4,8,DDR4,3200,512,17.3,,144,AMD,2.55,90,34990000
msi,Intel,9,12,5,32,DDR5,4800,1024,15.6,,240,NVIDIA,2.66,99.99,77990000
msi,AMD,5,5,4.2,8,DDR4,3200,512,15.6,,144,AMD,2.35,90,29990000
msi,Intel,9,12,5,32,DDR5,4800,2048,17,2560x1600,165,NVIDIA,2.49,90,85990000
msi,Intel,9,12,5,64,DDR5,4800,2048,17.3,,120,NVIDIA,2.9,99.99,126990000
msi,Intel,7,12,4.7,16,DDR4,3200,1024,17.3,,360,NVIDIA,2.6,53.5,44990000
msi,AMD,7,5,4.4,16,DDR4,3200,512,15.6,,144,AMD,2.35,90,34990000
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,17990000
msi,Intel,5,13,4.6,16,DDR4,3200,512,14,,60,Intel,1.4,39,18490000
msi,Intel,5,12,4.4,16,DDR4,3200,512,14,,60,Intel,1.4,,15990000
msi,Intel,5,12,4.4,16,DDR4,3200,512,15.6,,60,Intel,1.7,39.3,15990000
msi,Intel,5,12,4.4,8,DDR4,3200,512,15.6,1920x1080,144,NVIDIA,1.86,52.4,23990000
msi,Intel,7,11,4.6,8,DDR4,3200,512,15.6,,144,NVIDIA,1.86,51,23990000
msi,Intel,7,12,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,30990000
msi,AMD,7,7,4.5,8,DDR4,3200,512,14,1920x1080,60,AMD,1.4,39,15990000
msi,AMD,5,7,4.55,16,DDR5,4800,512,15.6,1920x1080,144,AMD,2.35,53.5,17990000
msi,Intel,9,13,5.4,32,DDR5,5200,2048,16,3840x2400,60,NVIDIA,1.88,99.9,80990000
msi,Intel,7,13,4.9,8,DDR5,5200,512,15.6,,144,NVIDIA,2.25,53.5,34990000
msi,Intel,7,12,4.7,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,27990000
msi,AMD,5,7,4.5,8,DDR4,3200,512,14,1920x1080,60,AMD,1.4,39,12990000
msi,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,24990000
msi,Intel,7,13,4.9,16,DDR5,,1024,15.6,,144,NVIDIA,2.1,53.5,37990000
msi,Intel,7,12,4.7,16,DDR4,3200,512,15.6,,60,Intel,1.7,39,19490000
msi,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,53.5,21990000
msi,Intel,5,12,4.4,8,DDR5,4800,512,15.6,1920x1080,144,NVIDIA,1.98,52.4,19990000
msi,Intel,5,13,4.6,8,DDR4,3200,512,14,,60,Intel,1.4,39,17990000
msi,Intel,3,11,4.1,8,DDR4,3200,512,14,,60,Intel,1.4,39,13990000
msi,Intel,7,13,4.9,16,DDR5,5600,1024,15.6,,144,NVIDIA,2.25,53.5,44990000
msi,Intel,7,13,4.9,16,DDR5,5200,1024,15.6,,240,NVIDIA,2.1,53.5,47990000
msi,Intel,5,13,4.6,16,DDR4,3200,512,14,,60,Intel,1.4,39,18490000
msi,Intel,9,12,5,16,DDR5,4800,1024,16,1920x1200,144,NVIDIA,2.67,90,61990000
msi,Intel,7,12,4.7,16,DDR5,4800,1024,16,,120,NVIDIA,2.2,90,42990000
msi,Intel,7,13,5,16,DDR5,,2048,16,2560x1600,240,NVIDIA,2.7,99.99,62990000
msi,Intel,7,13,5,32,DDR5,,2048,16,2560x1600,240,NVIDIA,2.7,99.99,66990000
msi,Intel,9,13,5.6,64,DDR5,,4096,17.3,2560x1600,240,NVIDIA,3.1,99.99,109990000
msi,Intel,9,13,5.5,64,DDR5,,4096,17,2560x1600,240,NVIDIA,3.1,99.99,120990000
msi,Intel,9,13,5.4,32,DDR5,5200,2048,16,3840x2160,120,NVIDIA,1.99,99.99,80990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,256,14,1920x1200,60,Intel,0.999,72,32490000
lg,Intel,5,13,4.6,16,LPDDR5,6000,256,14,1920x1200,60,Intel,0.999,72,32490000
lg,Intel,7,12,4.7,16,LPDDR5,5200,512,17,2560x1600,60,Intel,1.35,80,47990000
lg,Intel,7,12,,16,LPDDR5,5200,512,17,2560x1600,60,Intel,1.35,80,47990000
lg,Intel,7,13,5,16,LPDDR5,6000,512,14,1920x1200,60,Intel,0.999,72,38990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,15.6,,60,Intel,0.99,60,42990000
lg,Intel,7,13,5,16,LPDDR5,6000,256,17,2560x1600,60,Intel,1.199,80,42990000
lg,Intel,7,13,5,16,LPDDR5,6000,1024,17,2560x1600,60,Intel,1.35,80,50990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,16,2560x1600,60,Intel,1.199,80,39990000
lg,Intel,7,13,5,16,LPDDR5,6000,512,16,2560x1600,60,Intel,1.199,80,46990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,14,,90,Intel,0.999,72,38990000
lg,Intel,5,13,4.6,16,LPDDR5,5200,512,14,,60,Intel,1.25,72,42990000
lg,Intel,7,13,5,16,LPDDR5,6000,1024,17,2560x1600,60,Intel,1.35,80,50990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,16,,120,Intel,1.25,80,43990000
lg,Intel,5,13,4.6,16,LPDDR5,5200,512,14,,60,Intel,1.25,72,37990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,16,,120,Intel,1.25,80,43990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,15.6,,60,Intel,0.99,60,42990000
lg,Intel,5,13,4.6,16,LPDDR5,6000,512,14,,90,Intel,0.999,72,38990000
lg,Intel,7,13,5,16,LPDDR5,6000,512,16,2560x1600,144,NVIDIA,1.299,90,49990000
lg,Intel,7,13,5,16,LPDDR5,6000,512,14,1920x1200,60,Intel,0.999,72,38990000
